Bird_ID,Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Migration_Start_Month,Migration_End_Month,Rest_Stops,Migrated_in_Flock,Flock_Size,Migration_Interrupted,Interrupted_Reason,Migration_Success,Observation_Counts,Origin
B8686,warbler,australia,Urban,Foggy,Avoid Predators,-38.62824095118648,-45.42618808087431,-42.443081186242765,113.33032509238842,2495.12,29.9,53.41,1681,691,11.9,0.1,Feb,Dec,13,No,292,No,,Successful,76,"-38.62824095118648, -45.42618808087431"
B8687,hawk,asia,Urban,Windy,Climate Change,62.59574907990893,58.33580900771196,-39.1769287299214,33.13520335300319,2375.69,49.9,49.81,2972,864,1.1,1.9,Oct,Jun,8,No,165,Yes,Injury,Successful,69,"62.59574907990893, 58.33580900771196"
B8688,crane,africa,Forest,Foggy,Feeding,36.82159129558609,5.142741715695109,41.80339886431031,82.21525952644237,3401.18,46.2,47.5,9181,721,34.1,33.1,Sep,May,13,Yes,390,Yes,Predator,Successful,86,"36.82159129558609, 5.142741715695109"
B8689,swallow,south america,Grassland,Windy,Breeding,-67.45278071612424,-167.24276432019388,14.68542736653218,-66.6132276366135,2191.88,61.8,39.92,4952,633,-1.0,47.0,Mar,Apr,11,No,410,Yes,Storm,Failed,76,"-67.45278071612424, -167.24276432019388"
B8690,stork,north america,Forest,Clear,Breeding,26.021140428524987,126.98241720363036,-6.5584016564455965,-38.5346655749604,2171.71,55.0,53.44,1231,649,32.7,3.1,Oct,Mar,14,No,366,No,Storm,Successful,20,"26.021140428524987, 126.98241720363036"
B8691,eagle,south america,Wetland,Stormy,Climate Change,-62.69763468500223,158.56048841652307,-69.04085431460015,148.91174237707202,2236.66,41.5,55.92,7733,199,31.8,16.4,Mar,Mar,3,Yes,268,No,,Failed,87,"-62.69763468500223, 158.56048841652307"
B8692,hawk,north america,Urban,Windy,Avoid Predators,27.86236564948537,-170.5575317230815,-75.33222006885543,166.02562275745748,3143.01,48.0,50.36,6369,283,6.0,27.6,Oct,Jun,10,No,76,Yes,Injury,Failed,79,"27.86236564948537, -170.5575317230815"
B8693,hawk,europe,Grassland,Rainy,Breeding,-64.3113927489409,104.13425477062265,36.652173283105554,86.34318442785855,3186.0,58.4,43.65,1189,177,-9.1,30.4,Jan,Oct,3,Yes,457,No,Lost Signal,Failed,29,"-64.3113927489409, 104.13425477062265"
B8694,swallow,asia,Urban,Rainy,Feeding,-19.34795411719812,-41.107226061230165,-67.57119278393772,89.79336550441076,2088.53,49.9,55.56,1980,255,22.9,39.9,Sep,Dec,9,No,386,Yes,,Successful,74,"-19.347954117198118, -41.107226061230165"
B8695,warbler,australia,Forest,Stormy,Breeding,11.986968642874857,30.827448010412724,-11.554154099454337,69.98409974517747,2909.35,25.9,55.96,4835,496,-2.9,4.4,Sep,Jun,1,No,421,No,Lost Signal,Successful,83,"11.986968642874857, 30.827448010412724"
B8696,warbler,australia,Forest,Foggy,Avoid Predators,-80.93264914369048,-0.0018190941423199,42.502693173282665,31.395577010606587,2310.79,48.9,51.56,8979,807,18.7,46.0,Mar,Dec,8,Yes,462,Yes,Injury,Successful,8,"-80.93264914369048, -0.0018190941423199"
B8697,warbler,africa,Forest,Rainy,Breeding,-62.40449792618507,18.471834299896955,76.17580964160493,34.22819877816167,1822.64,31.4,53.13,8678,179,-1.0,8.9,Nov,Oct,5,No,474,No,Injury,Successful,33,"-62.40449792618507, 18.471834299896955"
B8698,eagle,south america,Urban,Windy,Avoid Predators,-32.32641149059564,-1.7329302870896015,67.2454909252333,166.96904053102833,1821.94,48.0,57.21,1163,229,-9.0,24.8,Jan,Mar,5,No,485,Yes,Storm,Successful,19,"-32.32641149059564, -1.7329302870896015"
B8699,goose,south america,Grassland,Stormy,Feeding,-6.782384561064959,127.21513373563522,65.5260591274428,90.32814963778304,2431.69,63.8,53.2,8427,527,-8.4,17.0,Feb,Jun,12,No,338,Yes,Storm,Failed,63,"-6.782384561064959, 127.21513373563522"
B8700,swallow,south america,Grassland,Rainy,Climate Change,64.52771290585818,66.06240649031207,-25.470392925436755,55.922866594715885,2931.63,52.1,54.09,3036,593,18.8,29.6,Jan,Dec,9,Yes,251,No,Predator,Failed,24,"64.52771290585818, 66.06240649031207"
B8701,eagle,australia,Wetland,Foggy,Avoid Predators,-56.29084409628321,-31.45058800350208,76.8907448725248,-111.93494296346636,2521.7,50.7,58.03,3088,326,27.3,12.5,Feb,Nov,10,Yes,64,Yes,Storm,Successful,43,"-56.29084409628321, -31.45058800350208"
B8702,swallow,south america,Urban,Foggy,Avoid Predators,-27.455228909545383,67.88468921419764,33.059218048633056,171.74663091380046,2578.18,40.9,51.98,2529,503,29.1,42.9,Feb,May,8,Yes,372,Yes,Injury,Failed,54,"-27.455228909545383, 67.88468921419764"
B8703,hawk,asia,Wetland,Rainy,Breeding,-4.360277469567492,167.4172148701973,69.5677833502574,7.305613100652181,1621.15,49.1,44.53,8535,373,17.9,36.8,May,Nov,10,No,68,Yes,,Successful,17,"-4.360277469567492, 167.4172148701973"
B8704,stork,north america,Coastal,Stormy,Climate Change,-36.75985992191362,-151.08902566076424,-73.9935778962227,159.73676270862506,2336.92,44.6,63.64,1312,875,5.2,37.8,Feb,May,3,Yes,140,No,Injury,Successful,79,"-36.75985992191362, -151.08902566076424"
B8705,swallow,australia,Wetland,Clear,Avoid Predators,22.63460016975675,-40.28761023909942,-82.87953135022974,76.88071352574315,2383.37,57.5,56.42,8873,762,15.7,43.1,Oct,Mar,3,Yes,475,Yes,Lost Signal,Successful,13,"22.63460016975675, -40.28761023909942"
B8706,goose,asia,Wetland,Rainy,Breeding,-43.81156174032538,133.36345163656648,-12.663650656643128,-165.5708978539549,2318.49,47.2,55.8,9741,473,20.1,12.7,Nov,Mar,12,No,227,No,Predator,Failed,14,"-43.81156174032538, 133.36345163656648"
B8707,crane,europe,Wetland,Foggy,Feeding,49.02307580038379,86.05983989213041,59.04271932127898,14.038379911786706,2012.1,53.8,47.95,6169,208,17.9,34.0,Sep,Apr,2,No,51,Yes,Injury,Successful,50,"49.02307580038379, 86.05983989213041"
B8708,eagle,asia,Forest,Clear,Climate Change,0.9277370732129951,156.5744002014066,-16.464108146041184,141.36556269791078,3474.39,48.8,51.07,2242,406,0.7,33.5,Jan,May,7,Yes,278,Yes,Injury,Successful,76,"0.9277370732129951, 156.5744002014066"
B8709,swallow,asia,Coastal,Stormy,Breeding,-74.46512097700017,-165.66844045563388,69.2364841858433,-161.35895321696518,2806.52,50.8,43.01,1251,734,17.5,39.4,Nov,Dec,11,No,93,No,Lost Signal,Failed,60,"-74.46512097700017, -165.66844045563388"
B8710,swallow,europe,Wetland,Foggy,Climate Change,22.85980114175237,130.59921931660335,-47.740787210680864,132.02191811753863,2939.45,46.4,48.23,6824,442,8.6,46.9,Nov,Mar,4,Yes,464,Yes,Predator,Successful,70,"22.85980114175237, 130.59921931660335"
B8711,goose,asia,Grassland,Stormy,Avoid Predators,12.463830683776322,105.0475571837539,-82.91805569869493,40.820865199560586,2567.63,46.2,48.47,6696,252,10.4,54.0,Mar,Mar,12,Yes,222,No,Storm,Failed,49,"12.463830683776322, 105.0475571837539"
B8712,stork,north america,Wetland,Rainy,Breeding,-29.05247624279892,113.41404578965415,47.031531756070336,-163.97018567260656,3187.15,49.8,47.89,7699,460,21.3,7.3,Apr,Dec,12,No,78,No,Injury,Successful,87,"-29.05247624279892, 113.41404578965415"
B8713,swallow,australia,Forest,Stormy,Feeding,-87.99172588997615,35.01458212037426,22.71030996426353,-45.50460095927838,2047.88,44.0,42.68,2675,711,19.5,7.1,Sep,Apr,1,Yes,150,No,Injury,Failed,56,"-87.99172588997615, 35.01458212037426"
B8714,swallow,africa,Mountain,Foggy,Feeding,-53.87372240861295,-161.30986735658195,-10.7836996288829,-169.13858607215724,2948.8,64.2,43.27,5196,230,-1.0,6.8,Sep,Mar,11,Yes,381,No,Predator,Successful,55,"-53.87372240861295, -161.30986735658195"
B8715,stork,europe,Coastal,Rainy,Breeding,-16.972284801176542,14.08677442230112,62.14638427982385,-179.38213280771726,1927.6,32.6,53.37,7452,181,-9.9,53.5,Oct,Oct,7,Yes,353,Yes,Injury,Successful,22,"-16.972284801176542, 14.08677442230112"
B8716,goose,australia,Mountain,Foggy,Breeding,-54.015473917206464,-33.20959068364789,58.35162711839479,142.7130466240235,2548.39,58.4,51.84,1700,512,28.5,20.7,Feb,Dec,2,No,313,Yes,Lost Signal,Successful,84,"-54.015473917206464, -33.20959068364789"
B8717,eagle,south america,Mountain,Foggy,Climate Change,13.94840176914201,9.73503095466421,-31.58384043775714,89.48818831573283,2525.12,66.6,56.24,4369,470,21.5,40.0,May,May,12,No,305,No,Predator,Failed,24,"13.94840176914201, 9.73503095466421"
B8718,eagle,north america,Coastal,Clear,Breeding,38.21848090672623,86.50655050368312,60.83530196136152,-75.7900774261901,2571.08,45.8,45.66,7317,251,30.2,21.9,Oct,Dec,6,No,17,Yes,Injury,Successful,68,"38.21848090672623, 86.50655050368312"
B8719,swallow,africa,Urban,Windy,Climate Change,64.08317821515041,34.54582842423392,-27.871485746323977,-139.06420899356056,2527.69,47.8,52.32,5304,601,2.1,28.6,Apr,Dec,7,No,205,Yes,Storm,Failed,54,"64.08317821515041, 34.54582842423392"
B8720,stork,north america,Grassland,Stormy,Avoid Predators,26.456871363074768,-74.67735965065552,21.94250728563273,-160.40427047752806,1432.23,40.9,49.69,4576,204,34.4,37.3,May,May,13,No,262,Yes,Injury,Failed,67,"26.456871363074768, -74.67735965065552"
B8721,swallow,north america,Forest,Stormy,Breeding,34.02165982586628,35.82264350535175,-55.35043176234505,150.20003905817583,2318.88,61.0,50.16,1143,644,9.5,25.4,Apr,Dec,6,No,193,Yes,Storm,Successful,91,"34.02165982586628, 35.82264350535175"
B8722,warbler,south america,Coastal,Clear,Avoid Predators,19.51953574149441,-150.07016049083123,-42.445406916274045,45.20046678937351,2483.92,58.1,46.46,8015,624,31.2,5.4,Apr,May,14,Yes,45,No,Injury,Failed,18,"19.51953574149441, -150.07016049083123"
B8723,crane,africa,Mountain,Stormy,Feeding,87.38749037028666,-178.06824316176483,-9.381939053185375,-122.198800440636,2270.2,39.2,40.88,3813,497,18.9,34.6,Mar,Mar,14,No,245,No,Lost Signal,Failed,11,"87.38749037028666, -178.06824316176483"
B8724,eagle,north america,Forest,Clear,Climate Change,-43.019897565616525,-35.449910174682685,-33.37271207785416,65.32630684126067,1738.48,36.0,50.65,9300,773,2.4,53.1,Sep,Apr,8,No,32,No,Predator,Successful,39,"-43.019897565616525, -35.449910174682685"
B8725,warbler,south america,Forest,Stormy,Climate Change,-42.073437507703495,92.5870899926648,-66.75436022925587,179.60065780771686,2343.54,47.3,45.57,9005,637,5.1,30.8,Jan,May,6,Yes,331,No,Storm,Successful,38,"-42.073437507703495, 92.5870899926648"
B8726,hawk,europe,Urban,Stormy,Feeding,-67.25994454406526,116.14832315598188,-3.18188667531652,103.68987134067294,2829.71,56.9,45.62,7677,282,18.5,54.5,Nov,May,13,No,147,Yes,Predator,Failed,87,"-67.25994454406526, 116.14832315598188"
B8727,crane,south america,Mountain,Foggy,Avoid Predators,-2.57682134348417,17.942152790698316,2.04433391828303,-19.248369484209466,3269.75,56.0,48.09,2826,537,20.6,34.8,Apr,Apr,13,Yes,214,No,Lost Signal,Successful,23,"-2.57682134348417, 17.942152790698316"
B8728,swallow,asia,Wetland,Clear,Climate Change,-72.69089334643405,132.48247905903787,-61.43293204662521,113.10360142119424,2446.3,49.8,53.1,9296,875,14.8,40.3,May,May,12,No,314,No,Predator,Failed,81,"-72.69089334643405, 132.48247905903787"
B8729,goose,australia,Forest,Stormy,Feeding,-41.37361255834133,-134.67065379740006,-58.62360503232334,87.95040548774864,2400.36,53.3,41.72,9390,447,32.7,18.9,Sep,Dec,7,Yes,431,No,Predator,Failed,15,"-41.37361255834133, -134.67065379740006"
B8730,eagle,south america,Mountain,Windy,Feeding,-3.117432821149521,167.07810790862663,-84.71752625447157,-148.08484879416906,2128.76,50.2,49.17,8412,713,19.4,25.1,Nov,Nov,12,Yes,308,No,Lost Signal,Successful,12,"-3.117432821149521, 167.07810790862663"
B8731,hawk,south america,Forest,Clear,Feeding,82.36721086740312,151.8337211428148,-84.53688805862092,153.25078510986503,3291.7,44.5,42.34,2822,746,-2.6,36.5,Mar,Apr,11,Yes,493,No,Lost Signal,Failed,10,"82.36721086740312, 151.8337211428148"
B8732,crane,south america,Urban,Clear,Breeding,83.48633889123013,35.7254101791994,-25.44638268368124,138.2771692583039,2152.46,51.2,54.57,2152,663,-7.6,47.7,Feb,May,7,Yes,313,Yes,,Successful,54,"83.48633889123013, 35.7254101791994"
B8733,eagle,north america,Urban,Clear,Avoid Predators,43.87324214458005,-158.86003534765092,-63.602579048566696,32.60142828238767,2346.75,41.6,57.81,7803,704,27.2,43.1,Sep,Apr,14,No,384,Yes,Predator,Failed,38,"43.87324214458005, -158.86003534765092"
B8734,stork,africa,Wetland,Foggy,Feeding,-19.934970916376717,-16.486969388829607,75.43649616586274,2.933714055086483,2738.0,60.8,53.84,2364,320,3.1,39.3,Feb,Jun,1,No,499,No,Storm,Failed,92,"-19.934970916376717, -16.486969388829607"
B8735,goose,south america,Urban,Clear,Avoid Predators,65.7290292077783,-115.46173399590492,-54.105448909895735,-98.01310461691544,2988.47,45.1,55.28,7344,449,34.0,57.0,Sep,Oct,3,No,122,Yes,Storm,Failed,8,"65.7290292077783, -115.46173399590492"
B8736,crane,south america,Mountain,Foggy,Climate Change,67.58204434337526,46.23309662784308,-78.12691422217439,120.40484025959074,2253.94,45.5,63.55,9943,417,23.0,2.7,Feb,Oct,10,No,9,No,,Successful,13,"67.58204434337526, 46.23309662784308"
B8737,stork,asia,Coastal,Windy,Breeding,73.83552854337941,-111.61252991149968,-17.249421349285967,-24.52089255108029,2410.84,31.6,39.25,5487,284,3.3,53.5,Feb,Apr,12,No,67,No,Storm,Successful,5,"73.83552854337941, -111.61252991149968"
B8738,warbler,asia,Urban,Rainy,Feeding,25.204508678738332,-6.552842247312526,-55.356130661890745,28.5504088360164,2392.31,45.1,51.12,3657,589,32.8,25.7,Apr,Mar,7,Yes,422,No,Injury,Successful,53,"25.204508678738332, -6.552842247312526"
B8739,swallow,europe,Coastal,Foggy,Feeding,-53.67729679058152,-105.9743063303316,-78.88151905661366,-118.76850541000958,1830.35,50.8,49.39,3021,865,-7.3,10.8,May,Oct,1,Yes,450,No,Storm,Successful,61,"-53.67729679058152, -105.9743063303316"
B8740,stork,europe,Wetland,Stormy,Feeding,-73.6054609012773,-114.53575308155324,45.4909445120841,-103.023807051443,2725.3,33.9,52.11,2295,259,12.5,6.5,Jan,May,7,No,50,No,,Failed,79,"-73.6054609012773, -114.53575308155324"
B8741,crane,asia,Grassland,Clear,Climate Change,74.65959072722339,-90.7475126608648,10.277729417398618,174.67247672074285,2202.47,61.3,47.28,5790,409,-2.7,58.8,Feb,Nov,3,No,293,No,,Successful,81,"74.65959072722339, -90.7475126608648"
B8742,crane,africa,Forest,Rainy,Breeding,-80.00170053811146,-169.4892760142425,-79.73805634106917,-2.160010836927995,2285.6,39.4,51.4,2049,809,31.6,57.3,Oct,Mar,13,No,157,Yes,Lost Signal,Successful,62,"-80.00170053811146, -169.4892760142425"
B8743,warbler,europe,Forest,Foggy,Avoid Predators,-36.739789301160926,77.80137385675164,-5.756589338680257,113.66743622523217,2670.42,50.8,53.26,4156,268,-8.5,59.3,Mar,Nov,5,No,486,Yes,Lost Signal,Failed,13,"-36.739789301160926, 77.80137385675164"
B8744,swallow,australia,Mountain,Stormy,Avoid Predators,-2.346881933207328,-69.5785045139749,-83.01007665618846,118.702800912756,2547.84,58.9,52.59,8780,137,23.0,36.0,Oct,Oct,9,Yes,97,No,Storm,Successful,75,"-2.346881933207328, -69.5785045139749"
B8745,stork,australia,Wetland,Rainy,Avoid Predators,-86.04419528277435,71.31889941781691,-26.22344334947394,173.34371901310976,3386.84,32.1,42.44,5525,298,28.8,30.3,Apr,Nov,2,Yes,250,Yes,Predator,Failed,96,"-86.04419528277435, 71.31889941781691"
B8746,stork,africa,Wetland,Windy,Avoid Predators,73.24420656208389,55.252158636364896,-24.60838948027049,173.84544557435322,3385.41,38.3,54.45,2333,885,2.5,40.4,Mar,Jun,5,No,425,No,Predator,Successful,23,"73.24420656208389, 55.252158636364896"
B8747,swallow,asia,Wetland,Foggy,Avoid Predators,-38.3182209229977,-156.19944289565282,58.136940167518986,-15.496049451093027,3228.87,52.5,46.8,1252,578,22.8,19.8,Nov,Mar,2,No,368,Yes,Predator,Failed,7,"-38.3182209229977, -156.19944289565282"
B8748,stork,europe,Forest,Foggy,Avoid Predators,-84.86913619429646,-67.66748707559975,42.35129963046768,162.1153359065442,3506.91,55.9,47.53,1821,680,-6.1,18.7,Nov,Oct,2,Yes,274,No,Injury,Successful,45,"-84.86913619429646, -67.66748707559975"
B8749,eagle,south america,Urban,Windy,Avoid Predators,88.84619950077331,24.069791990925975,71.44987499547008,-48.43640898609303,3305.12,24.3,47.14,9916,415,-2.8,33.5,Sep,Dec,13,Yes,462,Yes,Storm,Successful,60,"88.84619950077331, 24.069791990925975"
B8750,swallow,asia,Forest,Foggy,Breeding,-33.94922745284724,150.62442983625897,-64.70684467377832,38.75008567199876,1679.22,51.8,53.07,3381,809,33.2,52.1,Apr,Mar,5,Yes,205,Yes,Storm,Successful,16,"-33.94922745284724, 150.62442983625897"
B8751,goose,europe,Forest,Clear,Breeding,67.81768334736711,-35.524904238539165,6.077584163208954,115.8164747875735,2776.64,42.5,42.34,4272,822,0.2,57.7,Jan,Mar,4,Yes,286,Yes,Lost Signal,Successful,99,"67.81768334736711, -35.524904238539165"
B8752,crane,africa,Forest,Foggy,Climate Change,-8.374598294241437,1.7249562775491256,-86.36571581882022,148.9631534443169,2659.92,50.9,56.19,6805,653,3.1,20.6,Sep,May,10,Yes,65,Yes,Lost Signal,Successful,1,"-8.374598294241437, 1.7249562775491256"
B8753,goose,australia,Urban,Clear,Feeding,29.362662189899822,90.05716926012622,58.59396044642017,8.582120721086682,2637.74,49.4,61.04,8514,775,30.2,53.9,Oct,Dec,8,No,25,Yes,,Failed,53,"29.362662189899822, 90.05716926012622"
B8754,eagle,africa,Grassland,Foggy,Breeding,-46.60377308327615,109.18637057353068,-24.015547930598583,-29.57059507874922,2260.11,58.6,49.4,9320,173,3.2,7.8,Nov,Oct,5,No,197,No,,Failed,22,"-46.60377308327615, 109.18637057353068"
B8755,warbler,europe,Mountain,Stormy,Feeding,0.5175588558639532,152.40258132723403,-77.5248036158127,82.2664993103403,1626.16,43.1,44.22,2067,787,13.2,8.3,May,Nov,4,Yes,224,No,Lost Signal,Failed,87,"0.5175588558639532, 152.40258132723403"
B8756,eagle,africa,Grassland,Stormy,Climate Change,-43.62278536349514,-1.0118025559538069,-31.56169781407323,-15.866075388659908,2225.36,67.4,41.42,6763,715,3.4,57.3,Jan,Nov,3,No,21,Yes,Storm,Failed,98,"-43.62278536349514, -1.0118025559538069"
B8757,hawk,europe,Grassland,Rainy,Breeding,81.19509862771864,-110.21834537932844,-38.35576568129829,61.848514570661536,2162.98,57.7,49.29,1542,511,22.1,56.0,Sep,Nov,12,Yes,140,Yes,,Failed,45,"81.19509862771864, -110.21834537932844"
B8758,hawk,europe,Forest,Stormy,Climate Change,-79.02982576507567,95.19164272838174,47.88021613027368,109.51880684125264,2847.91,45.8,47.54,5878,139,33.7,7.1,Feb,Nov,5,Yes,370,Yes,Storm,Successful,7,"-79.02982576507567, 95.19164272838174"
B8759,hawk,africa,Grassland,Windy,Breeding,-40.55869304912746,-134.7929047420668,-67.20994406054498,122.8058163797644,2358.05,41.8,54.09,6632,109,-4.8,54.8,Mar,May,10,Yes,456,No,Predator,Failed,3,"-40.55869304912746, -134.7929047420668"
B8760,swallow,north america,Forest,Rainy,Breeding,70.75959777897816,-29.396767617860235,10.039557948771886,-88.44694499430258,3120.96,57.5,55.37,6831,482,26.0,28.9,May,Mar,9,No,265,Yes,,Successful,86,"70.75959777897816, -29.396767617860235"
B8761,stork,south america,Forest,Stormy,Avoid Predators,-3.5935276486889194,46.156697946726126,52.90545364156657,25.72492357427339,3390.75,50.4,43.1,5078,504,15.7,50.3,Nov,Oct,12,No,322,Yes,Lost Signal,Failed,56,"-3.5935276486889194, 46.156697946726126"
B8762,eagle,asia,Mountain,Clear,Feeding,18.0151401427506,69.06822711734662,43.11685791762574,-170.98766519553595,2089.28,59.1,48.92,7906,486,14.4,17.5,Nov,Apr,13,Yes,417,Yes,Injury,Failed,14,"18.0151401427506, 69.06822711734662"
B8763,goose,australia,Wetland,Foggy,Climate Change,27.304806869215653,83.88997819773368,78.46292139595238,107.19223617647998,1971.62,53.1,45.95,9474,239,17.9,42.3,Mar,Oct,14,Yes,156,No,Predator,Successful,31,"27.304806869215653, 83.88997819773368"
B8764,warbler,south america,Forest,Stormy,Avoid Predators,-77.23304788075859,-110.32833904544924,-89.8866449295529,-134.9657377172989,2745.06,26.0,51.3,1921,552,27.0,52.7,Mar,Dec,13,No,284,No,,Failed,84,"-77.23304788075859, -110.32833904544924"
B8765,goose,asia,Grassland,Clear,Breeding,-86.8070266364547,173.39371249393827,-26.315723713536755,133.8064201804503,2803.3,46.1,37.65,6441,893,21.9,47.9,Oct,Nov,1,No,25,No,Injury,Failed,92,"-86.8070266364547, 173.39371249393827"
B8766,goose,asia,Mountain,Rainy,Breeding,78.81138930803519,-115.7693124171744,-23.474961154044777,-33.54854224623284,2555.49,50.5,42.67,2036,382,12.7,21.2,Feb,May,14,No,91,No,Storm,Successful,70,"78.81138930803519, -115.7693124171744"
B8767,goose,australia,Coastal,Foggy,Climate Change,-41.12948784656147,-145.41357410776203,-84.0044860417176,-119.78341998369658,1920.25,32.1,47.42,1989,877,-8.7,4.9,Apr,May,4,Yes,184,Yes,Storm,Successful,56,"-41.12948784656147, -145.41357410776203"
B8768,warbler,south america,Coastal,Stormy,Feeding,-21.54364012160481,59.05814469439144,57.10798911461919,106.49336918391047,2668.97,59.7,53.18,7854,688,8.1,51.1,Sep,Nov,5,No,369,Yes,Injury,Failed,81,"-21.54364012160481, 59.05814469439144"
B8769,hawk,australia,Coastal,Rainy,Climate Change,32.77677073023892,147.59999994837096,34.00032120968403,-107.89690066795904,2392.52,46.1,46.6,7742,829,30.4,22.5,Mar,Dec,7,No,363,No,Injury,Failed,92,"32.77677073023892, 147.59999994837096"
B8770,goose,europe,Grassland,Stormy,Breeding,-47.465302126910174,21.378137939770568,5.054830283660181,-38.01071747697733,2849.34,36.6,54.9,6031,787,16.0,35.9,Mar,Dec,2,Yes,36,Yes,Lost Signal,Successful,38,"-47.465302126910174, 21.378137939770568"
B8771,warbler,australia,Wetland,Rainy,Avoid Predators,41.95284663015329,34.37367642530617,-17.09659137020664,24.07543063804096,2387.19,43.6,44.1,8375,254,7.2,0.9,Jan,Jun,14,Yes,79,Yes,Predator,Successful,98,"41.95284663015329, 34.37367642530617"
B8772,warbler,africa,Urban,Stormy,Climate Change,-7.516407210611405,13.854509256354843,71.17482469251166,-50.3892221264237,2914.99,45.6,49.14,7742,472,-7.0,58.1,May,Oct,2,No,333,No,Storm,Failed,97,"-7.516407210611405, 13.854509256354843"
B8773,stork,north america,Wetland,Clear,Avoid Predators,64.18976495173038,-164.61065012655988,-42.39625994757699,-115.5496527091832,2917.21,53.2,46.22,9280,675,33.6,8.2,Apr,Mar,9,No,430,No,Injury,Successful,4,"64.18976495173038, -164.61065012655988"
B8774,warbler,north america,Mountain,Windy,Feeding,-39.86268556221317,65.27216609761041,-29.78253169542227,-33.806233425804976,2208.4,59.3,55.57,8302,588,0.4,38.9,Apr,Nov,1,Yes,6,No,Storm,Successful,69,"-39.86268556221317, 65.27216609761041"
B8775,hawk,north america,Wetland,Clear,Feeding,-53.311953516606266,-51.04831660434962,81.47366135245358,-128.07202658816016,2870.8,33.7,57.51,7950,363,19.9,48.5,Jan,Dec,4,No,161,No,,Successful,27,"-53.311953516606266, -51.04831660434962"
B8776,goose,south america,Coastal,Foggy,Avoid Predators,59.70390369747696,156.84256631284296,-78.36749578297513,78.89596653429822,2762.67,55.2,54.32,5824,314,16.7,6.5,Jan,Nov,2,No,405,Yes,Predator,Failed,23,"59.70390369747696, 156.84256631284296"
B8777,warbler,south america,Wetland,Stormy,Feeding,-31.261308301289937,-112.755582882499,50.51021341837753,-118.25821284522272,2416.58,38.4,56.84,1236,459,-2.5,34.3,Sep,Apr,4,Yes,103,No,Predator,Successful,97,"-31.261308301289937, -112.755582882499"
B8778,swallow,europe,Mountain,Windy,Avoid Predators,-15.863643719909106,-71.23831858213897,39.25075287312799,-6.342286906660377,3098.23,52.5,49.33,3595,675,-0.6,57.7,Mar,May,5,No,342,Yes,Predator,Failed,26,"-15.863643719909106, -71.23831858213897"
B8779,warbler,north america,Mountain,Windy,Avoid Predators,52.86740988383875,1.7477095975369537,72.33991706723586,21.73617133015497,1862.34,34.4,45.49,8885,217,32.3,54.6,Jan,Nov,5,No,495,No,,Failed,67,"52.86740988383875, 1.7477095975369537"
B8780,crane,europe,Coastal,Foggy,Avoid Predators,24.40377672742349,-8.152184297156708,-73.69860114303933,160.22409816744215,2284.13,59.6,47.73,6841,568,34.8,16.4,Oct,Apr,4,No,308,No,,Failed,72,"24.40377672742349, -8.152184297156708"
B8781,crane,north america,Grassland,Foggy,Feeding,-10.489339722191572,-35.890292995396464,84.67991402800135,-151.82699252367547,3082.78,56.9,44.1,6251,676,6.5,57.7,Oct,Jun,11,No,360,Yes,Predator,Successful,26,"-10.489339722191572, -35.890292995396464"
B8782,crane,south america,Forest,Windy,Avoid Predators,-45.01970839717956,-66.81494243257625,-84.80917181607323,154.96389900669448,2590.88,56.1,51.84,9653,229,12.5,57.8,Feb,Jun,11,Yes,332,No,Injury,Failed,15,"-45.01970839717956, -66.81494243257625"
B8783,warbler,africa,Urban,Foggy,Feeding,47.556174393317576,-127.01349482429391,-29.213380494203054,-105.0385113628989,2431.85,56.7,47.69,7366,700,13.4,27.3,Sep,Oct,2,No,175,Yes,Predator,Failed,67,"47.556174393317576, -127.01349482429391"
B8784,hawk,africa,Urban,Foggy,Avoid Predators,-57.52241379178973,115.53187423449803,-74.73122743964674,122.73705527031422,2364.61,46.7,45.01,8701,730,-4.3,9.4,Apr,Jun,2,Yes,40,No,Predator,Failed,66,"-57.52241379178973, 115.53187423449803"
B8785,goose,africa,Coastal,Stormy,Avoid Predators,77.09032810555706,-18.442876582013582,-80.7882849701045,-147.42170849603696,2102.2,52.3,50.17,3691,139,33.8,4.0,Nov,May,12,No,181,No,Predator,Failed,73,"77.09032810555706, -18.442876582013582"
B8786,eagle,australia,Urban,Clear,Feeding,-62.9431075578605,26.26436127566103,83.64979317446074,175.93285582168642,3191.28,47.1,39.74,7677,879,3.8,27.0,Apr,Mar,2,Yes,301,Yes,Injury,Successful,27,"-62.9431075578605, 26.26436127566103"
B8787,eagle,africa,Wetland,Rainy,Avoid Predators,54.88806455051329,16.75903090887647,39.540285208896734,110.7477910399802,2592.03,68.9,51.25,4773,783,9.8,32.3,Apr,Mar,2,No,344,No,Injury,Failed,68,"54.88806455051329, 16.75903090887647"
B8788,eagle,asia,Mountain,Windy,Avoid Predators,-13.635203988935912,27.176020793353416,1.0241722305521537,-157.33760423473453,2517.37,68.2,41.51,7096,648,29.7,15.6,Oct,Mar,11,No,240,No,Lost Signal,Failed,27,"-13.635203988935912, 27.176020793353416"
